files changed,insertions(+),deletions(-)
2,3,3
7,470,18
2,52,6
1,2,0
1,1,1
2,22,1
2,221,1
8,43,8
9,188,129
2,136,27
2,27,136
1,2,4
1,1,1
5,214,3
1,5,1
2,44,6
1,33,57
5,42,15
2,136,27
1,8,7
1,9,0
3,109,87
6,121,24
1,46,13
1,20,4
2,80,42
1,4,2
11,156,84
24,697,47
2,218,148
7,65,140
10,27,26
4,5,5
69,486,453
7,24,24
1,6,8
1,14,10
1,1,3
1,1,1
1,2,2
2,15,18
13,68,886
1,3,2
13,886,68
1,1,1
769,394881,92697
1,2,2
1,2,1
1,1,2
3,111,1
2,19,0
1,2,1
1,1,1
2,23,3
2,10,5
3,107,2
8,274,14
1,20,10
1,12,3
4,16,7
2,10,16
2,9,5
2,19,0
15,209,121
3,409,18
2,14,405
6,113,165
12,103,597
11,313,106
1,4,2
6,45,4
4,72,13
2,405,14
5,586,256
9,488,24
2,16,0
1,7,7
3,150,78
2,38,0
8,46,11
1,49,1
1,1,49
1,49,1
6,7,17
1,2,2
2,78,91
16,341,44
69,44,112167
16,150,129
3,268,181
1,54,8
2,23,23
2,23,23
4,265,121
6,137,6
69,112167,44
10,56,35
1,3,1
2,23,23
1,6,0
2,9,3
3,0,0
12,16,457
1,14,6
5,45,24
1,3,0
1,11,4
7,46,25
5,9,11
1,27,7
1,6,4
1,6,0
8,114,300
1,40,26
2,145,37
6,166,32
5,39,1
20,233,246
1,2,1
1,2,0
2,295,0
17,21,974
1,1,3
25,895,46
8,1479,1343
5,245,74
1,1,0
7,54,24
3,17,3
3,16,10
1,2,1
1,9,0
0
3,80,18
5,201,6
1,36,20
18,287,475
1,10,3
1,37,60
4,11,9
3,7,9
3,9,7
17,406,372
8,221,30
25,402,627
17,406,372
8,221,30
2,44,0
2,5,0
5,10,0
5,0,10
5,10,0
1,5,1
2,7,2
2,6,1
2,15,79
1,10,34
1,139,0
6,224,152
4,31,61
3,16,15
2,15,3
4,98,19
1,2,2
11,11,526
11,526,11
58,3789,4338
8,220,173
1,0,31
2,2,1
1,10,11
1,11,0
4,99,20
1,1,1
38,629,416
3,67,17
1,3,0
1,2,0
3,18,97
2,65,11
2,14,10
32,494,1046
1,2,2
2,2,2
2,51,5
2,20,11
3,19,21
1,6,0
2,56,1
1,15,0
2,14,0
5,21,11
14,1457,688
1,5,5
1,2,22
10,546,464
5,242,36
4,15,34
17,42,64
4,567,37
10,198,44
3,889,228
2,66,19
1,48,8
4,19,18
5,984,145
2,0,7
4,77,16
13,118,36
5,5,1
3,3,174
3,174,3
7,711,7
4,28,14
1,1,1
1,2,0
11,729,1233
8,54,46
1,1,0
1,45,3
1,1,0
2,31,2
1,7,1
26,2,105
4,37,10
6,68,1
4,76,16
25,2194,259
5,267,14
3,33,14
1,1,1
4,261,171
2,43,6
1,0,0
2,8,9
1,11,3
3,367,0
1,0,0
11,73,1
1,11,2
2,64,37
1,20,20
3,100,47
2,55,1
2,1,55
2,55,1
18,144,157
6,417,59
2,98,5
1,0,104
4,22,8
2,81,47
1,32,0
3,891,28
8,733,0
3,9,7
1,4,3
1,16,5
1,0,3
1,1,0
1,2,5
3,23,35
21,630,189
12,192,117
1,1,1
1,2,3
1,2,2
1,33,6
65,1377,1411
2,9,7
1,2,2
4,62,16
9,12,0
1,6,4
20,1176,58
1,1,1
2,15,0
8,224,148
13,256,35
11,107,196
1,2,1
1,57,14
49,1242,1060
49,1060,1242
5,8,8
12,45,19
2,27,1
17,114,44
1,8,8
1,1,0
2,8,0
1,3,0
0
10,327,35
3,40,3
1,1,0
3,55,0
1,0,0
10,7,952
1,1,1
1,21,5
1,3,2
2,85,5
1,1,1
1,1,1
4,55,11
11,196,107
45,2461,1609
1,4,0
3,86,3
2,53,0
1,25,23
1,1,1
1,34,0
3,3,11
8,240,249
1,5,1
4,83,7
1,1,1
1,5,1
1,10,4
1,3,7
8,204,197
3,151,65
1,2,2
7,502,7
7,7,502
7,502,7
4,101,7
3,24,50
15,2008,922
15,540,2220
2,50,5
3,66,1
5,12,15
1,0,10
25,429,672
54,168,303
1,1,1
30,5296,3682
2,9,2
3,19,6
1,27,20
1,1,1
1,0,13
3,301,143
5,190,2
5,2,190
3,16,5
2,2,2
5,190,2
1,4,16
3,414,57
1,15,0
1,32,12
4,5,570
30,3318,825
2,53,9
1,0,0
2,1,8
1,8,15
3,304,198
2,268,1759
9,179,3
1,242,106
1,3,2
3,116,3
1,9,1
2,10,1
1,31,0
1,5,2
15,676,79
1,2,1
1,1,0
3,36,7
4,8,4
4,218,94
4,14,14
1,3,1
6,73,11
3,75,5
18,245,95
1,7,1
1,1,7
1,7,0
1,7,1
3,297,76
1,10,6
1,8,0
1,3,2
2,21,16
2,19,0
5,2,185
1,4,0
3,71,14
1,8,0
2,63,4
5,185,2
2,6,3
5,68,21
1,1,1
3,11,3
1,6,1
1,4,0
2,1,46
1,3,2
2,46,1
1,3,2
2,142,22
4,21,21
2,16,185
4,49,0
1,2,2
1,7,5
1,1,1
7,137,30
1,10,9
3,102,18
6,42,55
1,26,17
1,1,1
2,7,3
1,3,0
2,50,0
4,21,81
1,0,1
1,1,1
6,441,114
3,45,2
3,9,0
1,1,1
5,110,49
15,75,675
1,22,7
15,675,75
4,176,41
3,14,0
30,6,122
9,81,2
1,8,1
6,24,22
3,12,0
3,6,6
3,6,6
3,6,6
1,2,2
1,1,2
1,2,0
1,8,0
2,30,9
1,3,2
11,543,215
1,15,11
2,23,3
1,0,7
2,6,5
3,52,5
1,4,4
1,1,1
2,31,14
1,2,0
1,21,0
1,8,0
1,2,2
1,0,1
1,7,4
27,234,1218
2,51,0
1,4,0
2,67,4
9,85,65
1,4,1
3,209,1
1,1,1
2,6,2
1,3,0
1,4,27
1,2,2
1,5,5
1,1,0
2,22,2
1,1,1
9,183,84
1,15,0
1,1,1
15,739,355
8,486,10
1,13,9
1,1,0
5,220,61
1,15,11
1,2,2
1,21,15
2,1,6
8,608,113
1,3,0
1,2,1
1,1,2
1,2,1
1,1,1
5,168,6
2,3,3
2,82,59
9,568,261
1,7,0
2,21,10
7,50,27
1,10,9
7,155,24
7,24,155
7,155,24
1,4,0
20,2,105
7,579,25
4,366,15
5,250,181
5,182,236
3,6,43
1,2,4
3,43,6
5,236,182
2,30,8
2,210,7
1,10,0
24,253,210
21,123,96
5,161,2
95,84,260
1,12,1
15,870,42
1,11,3
1,204,374
25,105,138
6,57,66
2,57,0
2,5,1
2,29,0
2,160,6
1,1,1
3,135,109
1,9,1
1,6,0
3,9,6
3,49,12
2,2,2
1,1,1
2,79,2
1,1,1
1,0,5
1,33,60
1,2,0
1,1,0
9,83,35
2,168,27
16,43,36
37,201,309
1,3,3
62,411,1369
1,18,23
1,27,29
2,1,2
4,12,9
38,105,67
1,1,1
1,7,1
8,0,695
38,252,43
2,129,138
3,80,21
4,19,9
2,2,2
2,54,5
2,318,0
1,109,195
1,9,3
1,2,2
6,145,2598
10,372,1
1,1,1
6,2598,145
2,106,108
2,25,5
4,40,11
6,95,19
6,120,12
1,1,1
3,212,137
5,5,79
1,4,3
4,115,13
5,79,5
2,8,11
10,28,100
38,2798,242
2,14,2
2,99,0
2,117,58
2,152,1
1,10,6
16,88,96
1,1,2
2,3,3
9,161,27
12,20,32
7,27,158
1,1,1
1,1,1
7,158,27
4,63,63
1,1,1
5,64,16
1,4,4
1,1,0
1,5,0
1,16,0
8,82,27
1,4,1
6,137,31
2,55,5
1,7,2
1,8,3
13,1416,168
2,61,3
59,1831,1735
1,2,0
1,0,2
2,40,41
11,477,221
3,32,2
4,360,18
1,11,0
1,6,4
13,209,232
2,11,4
1,12,6
6,54,22
1,25,12
2,2,7
28,383,249
2,4,0
3,124,70
1,19,25
9,322,69
1,2,3
18,196,185
6,31,30
15,31,35
16,1103,877
2,92,47
2,0,295
1,5,6
7,229,34
15,84,39
4,262,81
6,46,9
3,7,7
46,86,86
25,1357,349
4,186,34
1,13,1
2,10,2
10,185,72
1,1,1
5,0,512
1,13,13
12,529,393
2,3,119
2,31,14
1,101,0
14,225,21
1,335,26
2,8,1
45,611,270
2,11,7
6,100,19
1,25,2
9,106,199
4,22,28
3,9,74
3,74,9
2,71,70
1,2,4
1,11,11
1,11,11
2,2,2
1,16,5
5,29,0
3,37,3
1,6,7
2,52,5
2,31,1
1,9,9
2,44,0
6,183,61
2,2,2
3,69,1
11,207,28
2,8,1
1,1,1
1,26,0
2,17,1
12,418,79
6,557,412
1,1,0
1,1,0
10,378,335
5,341,252
2,35,20
1,146,0
7,129,5
1,2,1
2,32,25
4,27,2
8,499,279
4,51,1
3,46,2
6,175,22
13,840,1
3,24,7
4,26,5
1,1,1
1,1,1
1,11,3
7,40,18
2,55,9
1,11,11
1,2,2
2,3,4
1,14,0
12,75,24
17,205,128
7,586,34
1,3,1
15,2227,559
61,1398,1318
2,13,5
5,161,10
1,1,1
1,18,5
2,52,52
1,3,2
6,133,0
1,5,2
6,178,8
1,1,2
2,47,2
1,1,1
5,27,25
19,160,165
1,11,0
6,283,309
1,2,2
15,299,10
5,1376,111
4,4,44
11,259,136
4,48,31
1,0,211
16,1093,393
1,5,3
2,222,0
1,15,3
1,4,0
5,151,8
3,194,2
2,100,18
1,1,1
7,58,33
1,26,2
2,0,489
2,97,10
25,8183,1363
1,8,5
4,68,9
4,10,126
4,126,10
4,23,4
2,13,28
10,262,72
2,40,4
2,21,23
16,713,56
2,19,2
1,7,1
1,8,0
1,1,0
33,2303,470
40,861,320
2,34,4
1,1,1
32,3792,2173
0
2,6,2
16,1267,600
1,9,2
4,15,4
3,40,8
1,6,5
1,2,2
2,23,4
2,21,1
3,100,120
6,290,19
10,349,41
1,1,1
3,28,11
2,27,1
2,94,26
23,597,1364
10,42,350
1,0,17
23,1364,597
2,53,6
1,0,237
6,47,2
3,96,46
23,597,1364
1,17,0
1,32,1
10,350,42
1,3,1
9,128,1
21,397,84
8,146,51
1,69,0
5,78,14
1,11,2
1,1,1
1,8,8
1,2,1
8,99,3
7,2,98
3,294,5
7,751,51
1,5,1
1,8,0
5,149,0
4,19,5
6,128,18
6,82,55
3,171,4
1,3,1
7,98,2
7,81,11
4,54,0
62,20644,56
1,1,1
1,5,1
1,1,1
12,136,26
4,31,0
6,107,46
1,1,1
1,9,0
4,238,8
1,6,3
9,717,300
2,83,26
6,57,15
2,129,29
1,2,2
1,29,14
1,2,2
5,222,72
1,170,144
1,40,0
1,20,5
1,1,1
1,10,4
2,199,1
2,1,199
2,199,1
1,97,0
8,123,29
3,83,6
24,1838,308
2,11,30
3,237,36
3,5,12
3,7,5
1,10,0
45,0,79
20,568,250
1,3,2
1,4,2
1,0,10
10,371,631
1,1,38
2,47,0
1,16,12
2,10,3
2,0,36
4,140,11
1,3,0
10,659,5
1,1,1
1,207,0
7,616,183
20,4823,1199
3,127,9
1,12,6
1,1,1
1,22,0
2,5,1
42,678,382
1,1,1
20,1199,4821
20,4821,1199
1,1,1
6,242,37
3,4,4
12,534,2
4,1456,0
1,1,1
40,553,690
1,35,0
1,31,13
11,5256,5
10,164,32
2,8,3
4,55,11
6,97,4
1,10,0
7,320,14
5,79,134
2,2,11
2,38,3
17,45,17
17,401,0
2,68,9
2,46,1
1,5,0
1,18,5
3,3,3
14,1191,0
1,51,9
2,3,3
2,154,39
2,79,2
1,11,1
1,1,11
4,30,13
1,1,0
1,11,1
1,44,40
1,18,23
1,5,0
1,4,4
7,923,1
3,7,56
2,101,48
3,56,7
2,9,57
2,111,3
1,5,0
1,8,0
23,2208,1093
1,1,1
9,38,35
2,26,5
3,19,8
1,1,1
1,6,7
4,0,84
2,57,9
1,40,5
2,10,0
5,29,22
2,33,27
1,1,1
3,7,0
7,929,1328
3,295,20
7,101,0
7,1,923
2,10,23
2,26,10
7,923,1
1,2,2
1,3,0
2,141,133
3,45,11
0
3,27,5
1,0,0
3,21,1
2,23,10
1,2,2
24,638,36
1,5,5
1,1,1
1,5,1
1,1,5
1,5,1
14,207,59
2,2,2
1,43,8
1,5,1
2,14,15
1,50,2
4,16,3
1,5,0
24,855,314
2,10,4
1,6,3
25,167,61
1,2,2
1,4,1
1,2,1
4,40,2
7,266,30
1,0,0
2,5,1
44,980,312
6,131,0
3,78,6
8,43,13
1,2,3
14,242,77
1,5,3
1,1,0
2,14,0
9,97,1745
1,78,11
2,4,3
2,15,56
4,64,3
7,116,5
10,195,86
1,4,9
1,5,4
1,1,1
1,17,1
1,1,1
2,25,1
1,1,1
3,0,11
1,1,3
1,5,0
1,5,1
1,8,1
1,3,1
2,138,93
15,179,147
14,54,112
52,224,138
1,10,1
1,1,1
1,1,1
1,1,1
11,27,70
11,70,27
11,27,70
2,2,2
1,2,2
11,301,177
6,279,112
26,1558,997
1,20,1
4,4,4
1,6,0
3,72,3
11,100,21
1,8,0
10,245,55
1,2,1
1,3,0
1,1,0
1,6,3
1,6,1
6,74,70
4,348,1105
19,342,189
1,32,1
2,21,0
1,6,2
6,51,1
14,116,54
62,1001,499
3,70,22
2,13,6
2,48,0
1,2,15
1,3,1
52,1596,976
1,2,6
1,4,0
1,6,2
3,56,5
1,23,10
21,398,759
21,759,398
2,37,15
13,137,420
12,130,21
3,68,1
4,92,72
1,3,2
1,26,1
4,22,8
2,89,58
5,127,38
2,571,0
1,4,5
1,4,3
54,249,9297
54,9297,249
1,64,0
38,1945,35
1,4,2
3,145,0
6,162,9
2,12,1
3,73,11
2,20,2
1,13,5
5,78,36
3,41,38
1,4,4
3,38,41
1,1,1
1,1,1
1,6,6
2,26,8
1,1,2
2,5,3
1,2,2
1,10,0
1,1,1
7,154,93
3,15,2
1,1,0
9,307,93
1,1,1
1,1,1
3,49,25
2,0,283
1,12,0
1,329,360
1,44,0
1,15,5
7,225,18
2,280,301
4,137,23
2,4,0
1,3,2
8,70,40
1,1,1
1,1,1
1,18,1
1,2,1
3,16,7
1,5,5
1,2,2
1,4,0
5,164,163
1,4,0
1,1,1
24,308,183
4,49,7
1,19,13
1,0,1
1,1,1
1,1,2
1,0,0
3,134,19
9,258,57
7,542,73
1,2,1
1,4,3
2,9,1
2,37,0
2,30,0
14,416,58
4,51,24
18,159,1438
7,122,166
3,57,0
48,3405,228
1,50,0
22,619,481
1,4,0
2,137,5
18,379,41
3,262,10
1,2,2
1,8,2
14,288,5
1,2,1
1,1,2
1,2,1
1,15,0
1,8,8
1,1,0
1,3,0
4,155,11
2,36,33
1,12,8
1,8,12
2,33,36
4,69,18
1,7,1
2,36,33
24,1041,163
5,20,8
7,40,3
3,163,1
1,3,3
2,5,4
9,6,76
1,4,5
1,1,1
5,55,571
2,21,16
1,12,8
1,3,4
10,413,36
1,5,1
2,134,19
18,1438,158
1,13,1
1,2,2
2,3,3
1,3,4
18,159,1439
1,25,1
9,76,6
1,8,3
1,6,6
26,78,115
9,9,9
1,8,0
1,2,2
1,5,4
3,37,18
1,11,5
1,5,2
3,36,21
2,68,1
2,27,5
1,46,1
33,183,163
4,69,4
1,11,2
1,1,2
2,11,6
1,6,4
4,4,11
2,16,0
3,4,0
1,2,1
2,11,0
6,358,0
1,1,0
2,110,53
2,14,15
1,3,0
2,31,2
1,3,1
1,1,3
2,61,19
1,0,3
2,6,5
1,3,1
2,350,49
4,502,4
3,81,5
41,8147,4450
4,124,11
1,16,1
4,73,11
1,3,1
2,2,56
21,156,80
2,82,1
2,28,10
6,956,164
3,4,8
4,1300,15
10,107,16
2,11,30
2,67,9
3,71,6
3,6,59
2,34,20
1,19,8
3,59,6
1,8,0
2,2,87
18,1820,261
2,87,2
1,7,0
2,28,23
3,20,7
1,3,0
1,20,1
3,63,50
5,20,9
1,2,2
1,1,0
3,43,15
3,37,26
2,81,16
4,32,5
5,737,1
2,27,51
2,2,28
3,141,2
1,5,1
6,253,20
2,5,31
1,1,1
2,9,12
1,1,0
1,0,0
1,7,17
1,9,1
2,158,2
36,209,445
2,32,2
5,257,39
1,8,1
10,55,37
1,2,2
5,0,45
1,1,1
1,50,50
24,15,2368
6,435,150
4,134,363
2,156,3
1,326,0
1,22,0
1,40,0
10,60,70
6,200,37
1,0,631
11,12,11
1,21,14
1,1,0
1,6,7
1,4,6
1,0,5
1,44,13
2,8,1
2,1197,0
2,0,1173
2,1173,0
11,75,64
1,7,3
7,17,13
1,20,0
11,64,75
7,13,17
1,1,1
1,110,8
1,74,0
1,6,0
1,140,0
1,50,1
2,21,0
1,1,1
16,53,169
1,2,2
8,147,15
2,3,3
1,1,1
2,66,50
4,26,16
6,23,46
1,20,3
1,1,1
2,0,1163
14,127,206
44,212,308
181,1222,1237
3,40,30
2,0,1353
11,58,9
1,2,1
3,406,4
1,3,0
9,302,15
8,23,14
4,85,7
1,7,7
2,1163,0
6,29,17
1,2,1
5,41,44
13,210,412
1,1,1
3,169,71
1,1,0
2,7,6
1,2,1
1,0,72
1,2,2
2,194,2
13,114,35
1,1,1
1,3,0
3,17,10
2,56,2
23,4,58
1,754,145
1,22,31
1,19,17
1,0,69
18,132,98
1,0,481
1,324,0
2,3,1
8,176,402
2,18,29
27,63,4
1,22,36
1,12,10
17,255,67
1,2,2
27,4,63
1,454,0
1,1,1
1,0,1799
1,1,1
4,4,47
8,736,356
6,0,2044
1,5,2
1,4,15
152,2,299
1,15,1
1,10,0
2,26,32
1,13,0
1,2,0
3,181,45
3,45,181
2,9,2
1,2,4
3,182,58
1,4,2
1,3,1
1,35,28
1,2,1
4,49,86
1,0,279
1,29,35
1,6,11
3,31,5
11,35,30
1,1,1
3,50,1
3,41,13
1,95,83
1,8,3
1,3,4
2,28,1
6,172,20
1,5,1
1,2,1
2,16,6
1,2,1
2,25,1
22,148,10
3,142,16
1,1,2
12,3323,2144
1,435,9
5,167,33
1,1,1
9,66,55
1,21,11
2,162,0
1,2,0
1,17,0
1,2,2
1,0,1
1,7,0
9,75,8
1,1,0
6,3322,2914
1,43,51
2,23,7
1,3,0
1,11,11
1,1,1
1,4,5
1,1,1
1,1,1
1,2,1
1,1,0
2,380,0
1,1,0
2,30,4
2,354,451
1,11,13
1,1,0
1,9,0
1,1,1
1,3,1
1,2,2
2,329,0
2,48,73
5,8,5
1,16,11
6,43,21
1,3,1
1,1,0
1,66,33
1,1,0
1,451,0
1,3,0
1,9,0
1,1,1
9,261,91
1,0,22
12,140,140
2,50,11
1,101,253
1,1,1
1,2,2
5,28,16
6,107,25
1,1,0
11,1717,1486
2,31,503
3,8,3
1,1,1
2,39,0
3,12,1
1,8,5
1,4,4
2,20,0
24,641,84
2,16,10
1,21,8
1,15,7
3,64,79
1,0,95
1,11,10
1,1,1
2,7,2
1,1,1
1,15,1
1,1,1
1,13,13
1,2,3
2,28,20
29,1074,37
1,10,15
2,53,3
1,14,5
3,150,9
7,49,13
21,4273,475
2,4,2
19,102,0
1,6,7
6,58,8
1,1,1
1,1,1
1,8,8
1,9,8
1,29,1
1,15,50
6,97,38
3,69,44
4,10,10
5,33,1
4,109,25
1,12,80
1,15,0
1,2,0
2,45,17
1,1,1
2,1,2
1,2,2
3,79,6
1,88,19
9,192,112
1,160,11
1,1,1
1,7,6
3,61,0
1,0,2
1,3,0
3,80,0
9,198,262
1,188,1
1,1,1
1,2,1
1,1,2
2,13,35
7,434,11
1,16,7
2,4,2
1,3,0
2,44,2
8,100,82
3,59,0
1,16,9
1,3,2
1,1,0
1,1,1
7,0,171
1,3,1
31,2098,565
18,316,2488
3,14,5
20,10,728
57,1191,1180
1,24,0
2,3,3
1,1,8
4,4,149
1,1,1
1,42,35
41,148,76
1,21,0
1,0,4
16,3556,0
1,4,0
1,0,21
1,1,1
3,92,53
1,21,0
2,17,2
1,41,74
1,86,12
27,559,149
1,165,0
7,78,3
5,60,39
7,409,7
1,36,1
2,16,0
2,0,16
2,16,0
3,2,20
3,20,2
1,1,1
5,64,26
1,46,6
4,79,34
2,10,3
1,1,1
1,6,0
1,22,3
4,66,36
1,165,0
1,0,165
1,1,1
1,165,0
1,3,4
10,179,209
1,2,1
1,5,3
1,36,8
3,29,2
1,8,1
8,441,24
16,706,289
2,63,8
2,190,8
2,15,3
3,60,46
2,9,17
1,2,6
1,1,1
1,2,2
1,6,2
1,12,84
1,115,0
1,9,0
1,23,3
3,23,3
4,0,39
4,39,0
8,3556,3
1,1,15
1,0,4
1,2,1
3,117,12
1,7,6
19,209,37
1,13,2
1,2,2
19,954,122
1,13,8
1,10,6
13,573,28
13,1643,157
2,17,4
2,18,4
2,63,16
1,5,7
2,2,2
1,10,1
5,26,17
1,19,13
1,3,0
10,363,213
1,3,1
8,306,209
1,6,8
1,3,1
3,10,3
1,0,18
1,18,0
1,1,1
1,3,0
2,15,9
17,5671,583
2,108,68
1,3,1
9,17,12
6,168,25
6,255,63
1,1,1
3,18,11
4,218,51
4,106,482
7,33,33
1,1,1
2,48,2
1,7,1
4,279,26
3,58,0
1,1,1
1,2,7
1,1,0
2,33,54
1,4,0
1,56,48
8,523,0
1,4,1
3,83,0
1,1,1
2,6,1
1,71,29
2,276,174
1,1,1
1,2,2
1,13,3
2,16,23
1,1,1
1,4,2
13,397,81
1,1,1
1,8,1
1,2,2
4,306,57
1,1,0
6,360,214
1,0,6
2,157,0
23,173,64
1,29,5
2,107,34
20,1545,129
1,19,1
3,49,23
6,1002,13
1,1,1
2,160,18
1,1,1
4,1,127
1,1,0
2,26,0
17,166,55
1,18,0
1,0,5
1,13,21
13,3,484
13,484,3
5,18,17
2,88,58
1,3,1
1,25,0
2,16,0
1,9,4
1,2,2
1,3,1
6,90,11
1,2,4
2,211,0
1,27,32
38,230,128
6,18,5
7,49,45
2,49,6
1,14,1
2,6,1
1,5,1
1,2,2
38,5531,48
1,8,0
13,216,13
5,468,0
4,128,1
12,139,18
1,2,2
19,306,1
4,25,19
1,1,1
2,150,0
3,3,3
1,23,0
95,966,573
1,2,0
3,0,611
2,11,10
4,32,5
4,34,4
29,4497,1
5,14,9
5,9,14
5,14,9
1,13,2
14,652,134
1,6,3
2,162,1
1,3,1
1,15,13
1,0,16
128,17819,119
1,62,29
1,1,1
39,2286,261
32,417,2668
8,73,113
1,12,2
21,715,250
5,66,36
1,9,9
1,3,3
1,26,2
1,1,1
1,49,22
938,53258,41418
938,41414,53213
55,1811,601
1,0,1
7,13,16
2,27,2
1,6,0
1,1,0
29,457,96
1,1,2
7,405,0
4,63,61
1,1,1
65,12903,12734
1,6,3
3,14,3
1,2,2
76,569,864
31,3040,515
785,35024,27510
802,27953,37992
2,82,34
4,73,13
1,5,4
2,32,0
2,20,20
3,2,25
8,448,58
31,3040,515
3,150,25
32,1144,456
1,1,1
1,63,13
1,200,11
1,2,2
1,13,0
2,57,2
1,13,2
1,12,69
6,291,293
3,89,11
2,25,1
1,3,5
1,10,1
3,184,28
31,156,161
2,38,2
3,166,1
1,4,4
1,4,0
2,13,3
1,1,0
1,20,2
1,5,2
5,44,58
8,246,40
7,16,232
7,232,16
1,8,0
1,0,24
2,57,7
1,3,0
1,2,2
2,13,2
743,31728,26436
743,26369,31656
3,23,8
1,2,1
7,3,49
1,11,0
2,32,5
2,9,6
742,31690,26411
742,26332,31503
2,6,13
1,2,0
19,136,560
1,115,35
1,1,1
3,63,7
1,2,2
10,40,36
1,23,0
7,42,0
1,9,4
4,162,36
1,2,0
96,1181,934
5,288,161
3,94,0
2,6,5
1,1,1
1,1,1
1,1,1
646,29435,24603
645,24529,29342
1,1,1
4,14,6
1,2,2
1,2,2
1,3,0
1,6,1
10,282,64
1,1,1
2,4,9
2,9,4
3,2,4
2,1355,2108
14,1141,0
1,1,1
4,26,58
631,30080,25757
629,25682,29893
2,2108,1355
2,1355,2108
2,2108,1355
17,276,26
4,256,201
2,111,34
2,4,9
5,1532,1
3,16,11
1,13,20
2,2,2
4,10,9
5,551,55
3,900,0
1,1,1
606,24323,24140
6,122,12
603,23961,24243
1,1,1
35,106,82
35,82,106
1,1,0
1,0,1
35,106,82
1,1,0
1,4,0
4,121,6
1,1,1
1,14,4
1,4,1
1,1,1
1,14,9
1,1,1
11,93,15
158,505,453
6,2134,10
2,9,6
19,215,258
2,18,1
4,372,5
444,20768,23182
444,23115,20693
3,283,256
1,16,0
2,114,6
1,1,1
441,20353,22903
441,22786,20096
1,40,10
1,143,0
9,294,10
23,437,311
416,19248,22426
416,22358,19180
1,0,1
1,1,1
3,14,4
415,19235,22422
404,21897,18282
5,300,84
1,10,0
1,3,2
8,81,36
1,10,6
1,13,1
5,44,11
388,17894,21523
388,21456,17824
2,22,9
15,1574,285
2,11,3
1,4,0
1,1,1
1,1,5
2,44,1
2,26,8
366,16218,21217
365,21149,16150
365,16217,21212
365,21145,16142
1,15,4
2,36,4
1,3,3
3,44,2
1,1,1
1,13,0
1,13,20
15,395,44
20,180,183
4,91,7
2,17,0
1,0,0
336,15417,21010
336,20943,15345
45,3306,1100
2,45,2
1,6,1
1,4,0
2,32,2
1,39,0
14,1147,193
5,795,169
278,10066,19815
278,19815,10065
4,232,12
1,5,4
1,18,0
1,2,0
5,122,30
2,100,3
9,96,13
3,38,14
3,7,7
1,8,5
3,48,3
6,477,13
2,54,43
248,8884,19686
247,19685,8883
4,27,25
244,8853,19654
242,19622,8707
8,111,26
2,11,3
1,236,207
234,8350,19117
233,19107,8333
2,3,5
1,5,7
1,3,0
17,1151,189
1,9,0
10,629,138
1,5,3
207,6533,18779
177,18720,6313
8,73,17
6,82,107
16,416,119
1,37,6
9,5470,1056
2,14,2
17,190,1155
1,8,5
17,1155,190
2,25,2
1,8,6
1,7,5
2,22,1
1,4,0
132,147,17389
635,10845,5288
3,90,5
721,22097,10873
1,14,29
1,2,28
1,7,1
14,760,790
1,35,15
1,43,30
1,3,4
1,3,3
1,22,15
1,15,15
1,138,234
1,277,0
10,126,179
3,309,14
9,148,19
1,1,1
1,20,7
12,477,63
3,39,2
2,197,5
1,3,2
1,1,0
7,392,255
15,123,117
2,77,35
3,76,0
3,25,24
4,38,19
1,39,42
1,42,39
18,198,90
18,90,198
1,49,20
3,47,7
13,40,29
13,29,40
18,198,90
13,40,29
1,1,0
1,3,0
5,209,0
1,11,10
1,100,0
1,1,1
1,6,15
3,58,11
1,1,1
5,24,4
2,113,30
2,20,9
1,6,3
137,1939,1110
1,1,1
21,51,464
1,39,42
1,3,2
6,64,0
1,4,4
2,31,0
3,36,1
1,6,6
1,1,0
539,5135,18959
539,18956,5133
3,10,5
1,0,2
19,162,146
1,10,1
2,6,2
3,204,4
1,1,1
2,2,2
2,47,0
1,1,1
1,10,0
1,20,13
2,14,7
1,5,5
3,7,17
1,14,0
15,180,17
3,27,4
1,7,3
1,10,4
1,3,3
1,6,0
1,3,1
7,277,2
287,314,273
9,620,421
1,1,1
3,17,7
10,10,10
2,8,0
1,3,3
1,58,20
5,83,15
1,285,0
1,1,1
13,67,89
1,1,1
1,47,47
1,4,3
2,58,100
9,100,28
1,1,1
1,1,1
2,26,1
2,9,6
2,9,3
6,0,779
1,5,3
2,98,19
1,5,5
1,0,1
9,124,62
1,1,2
4,88,19
2,23,29
6,25,20
1,25,14
1,15,3
4,70,1
2,55,0
2,11,1
60,2116,531
2,76,25
2,85,8
4,17,0
3,35,46
1,15,10
1,1,1
9,2522,233
75,848,4849
3,11,2
1,7,1
1,0,285
3,104,10
2,53,0
1,3,2
4,95,13
3,8,1
1,3,1
2,79,5
2,23,1
2,8,3
4,38,17
18,1233,103
7,157,10
1,7,5
4,101,2
6,158,67
1,3,1
1,1,1
26,2801,328
5,178,97
1,1,0
2,128,0
1,38,37
1,1,1
4,0,8
1,3,2
7,584,257
10,3795,120
14,6321,115
7,2532,182
11,2902,535
29,6275,49
40,14929,0
786,47925,39160
786,39198,47971
1,66,52
3,89,29
8,1638,181
1,10,0
9,41,176
3,31,4
1,1,1
56,1160,771
1,0,15
59,779,1184
59,1184,779
776,45840,38866
